NUMERO_MANDATO;BENEFICIARIO;PARTITA_IVA_O_CF;IMPORTO;ATTO_DI_IMPEGNO;DIREZIONE_SERVIZIO_RESP_PROC;DOCUMENTO
022310;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;4719,18;DD/11/010901;SERV.CENTR.ACQUISTI;FATTURA
022314;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;2926,05;DD/11/010888;SERV.CENTR.ACQUISTI;FATTURA
022314;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;2926,05;DD/11/010888;SERV.CENTR.ACQUISTI;FATTURA
022314;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;2926,05;DD/11/010888;SERV.CENTR.ACQUISTI;FATTURA
022259;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;8597,8;DD/12/008479;SERV.CENTR.ACQUISTI;FATTURA
022257;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;8892,68;DD/12/006373;SERV.CENTR.ACQUISTI;FATTURA
022256;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;8873,24;DD/12/004295;SERV.CENTR.ACQUISTI;FATTURA
022305;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3130,49;DD/09/013096;SERV.CENTR.ACQUISTI;FATTURA
022298;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
022298;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
022298;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
022298;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
022301;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
022301;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
022301;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
020537;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;547,5;DD/11/009998;SERV.BIBL.ARCH.EVENT;FATTURA
015403;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
015386;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3130,49;DD/09/013096;SERV.CENTR.ACQUISTI;FATTURA
015386;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3130,49;DD/09/013096;SERV.CENTR.ACQUISTI;FATTURA
015386;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3130,49;DD/09/013096;SERV.CENTR.ACQUISTI;FATTURA
015386;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3130,49;DD/09/013096;SERV.CENTR.ACQUISTI;FATTURA
015386;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3130,49;DD/09/013096;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;270,68;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;631,57;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;39,33;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;88,48;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;240,6;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;270,68;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;631,57;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;39,33;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015395;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;88,48;DD/11/010917;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;19021,19;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;21269,85;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;19021,19;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;21269,85;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015314;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;4235;DD/11/010910;SERV.CENTR.ACQUISTI;FATTURA
015389;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;170,51;DD/11/010914;SERV.CENTR.ACQUISTI;FATTURA
015389;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;170,51;DD/11/010914;SERV.CENTR.ACQUISTI;FATTURA
015390;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;4719,18;DD/11/010901;SERV.CENTR.ACQUISTI;FATTURA
015390;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;4719,18;DD/11/010901;SERV.CENTR.ACQUISTI;FATTURA
015391;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;2926,05;DD/11/010888;SERV.CENTR.ACQUISTI;FATTURA
015391;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;2926,05;DD/11/010888;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;19021,19;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;21269,85;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;19021,19;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;21269,85;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015368;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;21269,85;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015371;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;19021,19;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015356;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015356;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015356;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015356;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015356;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;1847,61;DD/09/007806;SERV.CENTR.ACQUISTI;FATTURA
015403;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
015403;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
015403;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
015403;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;3095,23;DD/10/004871;SERV.CENTR.ACQUISTI;FATTURA
013542;TEAM SERVICE SOC.CONSORTILE A R.L.;07947601006;484;DD/11/008470;UFF.CITTA'SICURA;FATTURA
014166;TEAM SERVICESOCIETA' CONSORTILE A RL;07947601006;11,48;DD/11/011376;SERV.STATIS.E TOPONOM.;FATTURA
014167;TEAM SERVICESOCIETA' CONSORTILE A RL;07947601006;1377,6;DD/11/005555;SERV.STATIS.E TOPONOM.;FATTURA
015768;TEAM SERVICESOCIETA' CONSORTILE A RL;07947601006;1377,6;DD/11/005555;SERV.STATIS.E TOPONOM.;FATTURA
015767;TEAM SERVICESOCIETA' CONSORTILE A RL;07947601006;11,48;DD/11/011376;SERV.STATIS.E TOPONOM.;FATTURA
020120;TEATRI D'IMBARCO;05287400484;1800;DD/12/004694;SERV.BIBL.ARCH.EVENT;FATTURA
013749;TEATRO LE LAUDI;03420670485;7623;DD/11/009869;S.ATT.EDUC.E FORMAT.;FATTURA
013972;TEATRO TENDA S.R.L.;03433610486;8470;DD/12/002375;SERVIZIO SPORT;FATTURA
023422;TEATRO TENDA S.R.L.;03433610486;6836,5;DD/12/008198;SERVIZIO SPORT;FATTURA
019911;TEATROLA';94128940486;700;DD/12/005668;SERV.BIBL.ARCH.EVENT;FATTURA
017188;TECHNE S.R.L.;01121580490;1449,58;DD/12/005488;SERV.GEST.INFRASTR.TECNOL;FATTURA
020547;TECKNA IMPIANTI SRL;05904860482;490,27;DD/12/000327;SERV.GEST. E MANUT. (EX);FATTURA
020548;TECKNA IMPIANTI SRL;05904860482;9999,34;DD/12/001000;SERV.GEST. E MANUT. (EX);FATTURA
020549;TECKNA IMPIANTI SRL;05904860482;866,46;DD/12/001000;SERV.GEST. E MANUT. (EX);FATTURA
020550;TECKNA IMPIANTI SRL;05904860482;3448,5;DD/12/001601;SERV.GEST. E MANUT. (EX);FATTURA
020543;TECKNA IMPIANTI SRL;05904860482;3876,84;DD/12/000218;SERV.GEST. E MANUT. (EX);FATTURA
020546;TECKNA IMPIANTI SRL;05904860482;490,27;DD/12/000327;SERV.GEST. E MANUT. (EX);FATTURA
020545;TECKNA IMPIANTI SRL;05904860482;6373,9;DD/12/000327;SERV.GEST. E MANUT. (EX);FATTURA
020544;TECKNA IMPIANTI SRL;05904860482;10296,28;DD/12/000327;SERV.GEST. E MANUT. (EX);FATTURA
022634;TECKNA IMPIANTI SRL;05904860482;2550,08;DD/11/008308;S.BELLE ARTI E FAB.PAL.V.;FATTURA
022634;TECKNA IMPIANTI SRL;05904860482;6982;DD/11/008308;S.BELLE ARTI E FAB.PAL.V.;FATTURA
017009;TECKNA IMPIANTI SRL;05904860482;11132;DD/12/002416;SERV.GEST. E MANUT. (EX);FATTURA
019859;TECNICOPIA;04018150484;70,13;DD/11/000854;SERV.VIABILITA';FATTURA
013739;TECNO EMME S.R.L.;03296760618;22531,75;DD/10/007333;SUP.TECN.QUART.E IMP.SPOR;FATTURA
013738;TECNO EMME S.R.L.;03296760618;21034,4;DD/11/011155;SUP.TECN.QUART.E IMP.SPOR;FATTURA
021737;TECNO PROJECT SRL;04405150485;2490,18;DD/12/009239;DIR.SERVIZI TECNICI;FATTURA
020287;TECNO PROJECT SRL;04405150485;951,17;DD/12/001547;SERV.GEST. E MANUT. (EX);FATTURA
020288;TECNO PROJECT SRL;04405150485;270,88;DD/12/001547;SERV.GEST. E MANUT. (EX);FATTURA
020289;TECNO PROJECT SRL;04405150485;221,39;DD/12/001547;SERV.GEST. E MANUT. (EX);FATTURA
020290;TECNO PROJECT SRL;04405150485;569,96;DD/12/001547;SERV.GEST. E MANUT. (EX);FATTURA
020291;TECNO PROJECT SRL;04405150485;6250,4;DD/12/001547;SERV.GEST. E MANUT. (EX);FATTURA
020316;TECNO PROJECT SRL;04405150485;151,64;DD/11/011256;SERV.GEST. E MANUT. (EX);FATTURA
020317;TECNO PROJECT SRL;04405150485;293,49;DD/11/011256;SERV.GEST. E MANUT. (EX);FATTURA
020318;TECNO PROJECT SRL;04405150485;949,4;DD/11/011256;SERV.GEST. E MANUT. (EX);FATTURA
020319;TECNO PROJECT SRL;04405150485;1171,15;DD/11/011256;SERV.GEST. E MANUT. (EX);FATTURA
020320;TECNO PROJECT SRL;04405150485;12399,22;DD/11/011256;SERV.GEST. E MANUT. (EX);FATTURA
016474;TECNO PROJECT SRL;04405150485;15090,35;DD/12/000939;SERV.GEST. E MANUT. (EX);FATTURA
016475;TECNO PROJECT SRL;04405150485;2341,99;DD/12/000939;SERV.GEST. E MANUT. (EX);FATTURA
022629;TECNO PROJECT SRL;04405150485;52,08;DD/12/000939;SERV.GEST. E MANUT. (EX);FATTURA
022628;TECNO PROJECT SRL;04405150485;3468,39;DD/12/000939;SERV.GEST. E MANUT. (EX);FATTURA
022629;TECNO PROJECT SRL;04405150485;3542,8;DD/12/000939;SERV.GEST. E MANUT. (EX);FATTURA
015265;TECNOCONFERENCE S.R.L.;03755090481;3479,35;DD/12/003790;UFFICIO DI GABINETTO;FATTURA
021682;TECNOSISTAMPA ITALIA SRL;06083680485;2458,72;DD/12/006926;SERV.BIBL.ARCH.EVENT;FATTURA
021999;TECNOSISTAMPA ITALIA SRL;06083680485;302,5;DD/12/006574;SERV.CENTR.ACQUISTI;FATTURA
018381;TECNOSISTAMPA ITALIA SRL;06083680485;302,5;DD/11/010468;SERV.CENTR.ACQUISTI;FATTURA
021691;TECNOSOLAR FILM;02272090487;193,6;DD/11/008581;SERV.PROMOZ.ECON.TURISTIC;FATTURA
020197;TECNOSOLAR FILM;02272090487;3620,32;DD/12/004594;SERV.CENTR.ACQUISTI;FATTURA
014285;TEKNA EDILIZIADI MATTEO MICHELAGNOLI;05884340489;12649,67;DD/11/008978;SUP.TECN.QUART.E IMP.SPOR;FATTURA
014286;TEKNA EDILIZIADI MATTEO MICHELAGNOLI;05884340489;2919,23;DD/11/008978;SUP.TECN.QUART.E IMP.SPOR;FATTURA
014284;TEKNA EDILIZIADI MATTEO MICHELAGNOLI;05884340489;5606,1;DD/11/008978;SUP.TECN.QUART.E IMP.SPOR;FATTURA
024139;TELECOM ITALIA SP;00488410010;-119,91;DD/11/010316;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
024142;TELECOM ITALIA SP;00488410010;5116,23;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
024138;TELECOM ITALIA SP;00488410010;-119,91;DD/11/010316;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
024139;TELECOM ITALIA SP;00488410010;5116,23;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
024142;TELECOM ITALIA SP;00488410010;-119,91;DD/11/010316;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
024138;TELECOM ITALIA SP;00488410010;5116,23;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
017894;TELECOM ITALIA SP;00488410010;-119,91;DD/11/010316;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
017894;TELECOM ITALIA SP;00488410010;4996,32;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
017894;TELECOM ITALIA SP;00488410010;4996,32;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
017894;TELECOM ITALIA SP;00488410010;4996,32;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
017894;TELECOM ITALIA SP;00488410010;4996,32;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
017894;TELECOM ITALIA SP;00488410010;-119,91;DD/11/010316;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
017894;TELECOM ITALIA SP;00488410010;-359,73;DD/11/010316;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
017894;TELECOM ITALIA SP;00488410010;-719,47;DD/11/010316;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
017895;TELECOM ITALIA SP;00488410010;719,47;DD/11/011071;DIR.PATR.IMMOBILIARE;FATTURA
017895;TELECOM ITALIA SP;00488410010;119,91;DD/11/011071;DIR.PATR.IMMOBILIARE;FATTURA
017895;TELECOM ITALIA SP;00488410010;119,91;DD/11/011071;DIR.PATR.IMMOBILIARE;FATTURA
017895;TELECOM ITALIA SP;00488410010;359,73;DD/11/011071;DIR.PATR.IMMOBILIARE;FATTURA
022675;TELECOM ITALIA SP;00488410010;4996,32;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
015114;TELECOM ITALIA SP;00488410010;4996,32;DD/11/010316;DIR.PATR.IMMOBILIARE;FATTURA
014255;TELECOM ITALIA S.P.A.;00488410010;-803,13;DD/11/006956;DIR.SERVIZI TECNICI;NOTA DI CREDITO
014255;TELECOM ITALIA S.P.A.;00488410010;-803,11;DD/11/006956;DIR.SERVIZI TECNICI;NOTA DI CREDITO
014255;TELECOM ITALIA S.P.A.;00488410010;1236,5;DD/11/006956;DIR.SERVIZI TECNICI;FATTURA
014255;TELECOM ITALIA S.P.A.;00488410010;1236,5;DD/11/006956;DIR.SERVIZI TECNICI;FATTURA
016251;TELECOM ITALIA S.P.A.;00488410010;4840;DD/11/008352;DIR.SERVIZI TECNICI;FATTURA
020266;TELECOM ITALIA S.P.A.;00488410010;5401,85;DD/11/007973;DIR.SIST.INFORMATIVI;FATTURA
014990;TELECOM ITALIA S.P.A.;00488410010;5401,85;DD/11/007973;DIR.SIST.INFORMATIVI;FATTURA
020415;TELESAN srl;01683450512;32,69;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020414;TELESAN srl;01683450512;55,22;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020413;TELESAN srl;01683450512;69,39;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020412;TELESAN srl;01683450512;890,25;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020411;TELESAN srl;01683450512;618,99;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020416;TELESAN srl;01683450512;12,35;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020417;TELESAN srl;01683450512;186,03;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020418;TELESAN srl;01683450512;34,88;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
020420;TELESAN srl;01683450512;127,2;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014657;TELESAN srl;01683450512;155,91;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014656;TELESAN srl;01683450512;38,88;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014655;TELESAN srl;01683450512;179,85;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014654;TELESAN srl;01683450512;12,36;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014653;TELESAN srl;01683450512;32,71;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014652;TELESAN srl;01683450512;51,24;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014650;TELESAN srl;01683450512;63,21;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014649;TELESAN srl;01683450512;902,23;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
014648;TELESAN srl;01683450512;571,43;DD/11/010361;SERV.GEST. E MANUT. (EX);FATTURA
013978;TELPRESS ITALIA SPA;00735000572;1212,42;DD/12/002193;UFFICIO DI GABINETTO;FATTURA
013980;TELPRESS ITALIA SPA;00735000572;606,21;DD/12/003431;UFFICIO DI GABINETTO;FATTURA
019101;TEMPO REALE;02115270486;3700;DD/11/010533;S.ATT.EDUC.E FORMAT.;FATTURA
016857;TERMINI NICOLA;02963580838;6267,5;DD/12/001259;AREA COORD. SVIL. URBANO;FATTURA
020211;TERMOIDRAULICA FIUMI E C. SRL;02079050486;3824,27;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
020210;TERMOIDRAULICA FIUMI E C. SRL;02079050486;5608,93;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
020214;TERMOIDRAULICA FIUMI E C. SRL;02079050486;4079,21;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
020215;TERMOIDRAULICA FIUMI E C. SRL;02079050486;4334,17;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
020213;TERMOIDRAULICA FIUMI E C. SRL;02079050486;3824,27;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
020212;TERMOIDRAULICA FIUMI E C. SRL;02079050486;3824,27;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
021136;TERMOIDRAULICA FIUMI E C. SRL;02079050486;111,36;DD/11/000150;SERV.GEST. E MANUT. (EX);FATTURA
021227;TERMOIDRAULICA FIUMI E C. SRL;02079050486;5348,39;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
021225;TERMOIDRAULICA FIUMI E C. SRL;02079050486;5014,11;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
021223;TERMOIDRAULICA FIUMI E C. SRL;02079050486;7354,02;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
021228;TERMOIDRAULICA FIUMI E C. SRL;02079050486;5682,66;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
021224;TERMOIDRAULICA FIUMI E C. SRL;02079050486;5014,1;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
021226;TERMOIDRAULICA FIUMI E C. SRL;02079050486;5014,11;DD/11/007797;SERV.GEST. E MANUT. (EX);FATTURA
020223;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;179,46;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
020224;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;1116,65;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
020222;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;5849,35;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
020221;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;8747,17;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
018043;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;7243,28;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
018044;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;7258,02;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
018045;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;947,07;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
018046;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;584,38;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
018047;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;1510,16;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
018048;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;829,65;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
018049;TERMOTECNICA PICCHIARINI S.A.S.;05065440488;120,71;DD/12/002915;SERV.GEST. E MANUT. (EX);FATTURA
019990;TERZO STUDIO PROGETTI PER LO SPETTA;01945720504;715;DD/12/005668;SERV.BIBL.ARCH.EVENT;FATTURA
014216;TESEO S.R.L.;01608880496;7260;DD/11/011167;S.PREVENZ.PROTEZIONE;FATTURA
020256;TESEO S.R.L.;01608880496;7260;DD/11/011167;S.PREVENZ.PROTEZIONE;FATTURA
022730;THYSSENKRUPP ELEVATOR ITALIA S.P.A.;03702760962;2541;DD/12/004526;SERV.GEST. E MANUT. (EX);FATTURA
016791;THYSSENKRUPP ELEVATOR ITALIA S.P.A.;03702760962;3146;DD/12/004526;SERV.GEST. E MANUT. (EX);FATTURA
013987;TI FORMA;04633850484;1800;DD/12/003360;DIREZ. RISORSE UMANE;FATTURA
016606;TI FORMA;04633850484;225;DD/12/004514;DIREZ. RISORSE UMANE;FATTURA
016905;TI FORMA;04633850484;225;DD/12/005291;DIREZ. RISORSE UMANE;FATTURA
017015;TI FORMA;04633850484;900;DD/12/004644;DIREZ. RISORSE UMANE;FATTURA
019204;TIM;00488410010;777,53;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
019203;TIM;00488410010;3330,8;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
019197;TIM;00488410010;311;DD/12/006194;SERV.GEST. E MANUT. (EX);FATTURA
019209;TIM;00488410010;1249,49;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
019202;TIM;00488410010;100;DD/12/006194;SERV.GEST. E MANUT. (EX);FATTURA
019200;TIM;00488410010;327;DD/12/006194;SERV.GEST. E MANUT. (EX);FATTURA
019205;TIM;00488410010;6500;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
019206;TIM;00488410010;9000;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
019199;TIM;00488410010;269;DD/12/006194;SERV.GEST. E MANUT. (EX);FATTURA
019207;TIM;00488410010;5000;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
019201;TIM;00488410010;100;DD/12/002811;SERV.GEST. E MANUT. (EX);FATTURA
019198;TIM;00488410010;531;DD/12/006194;SERV.GEST. E MANUT. (EX);FATTURA
019208;TIM;00488410010;6744,29;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
019208;TIM;00488410010;823,6;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
021723;TIM;00488410010;222,47;DD/12/007440;DIR.SERVIZI TECNICI;FATTURA
014226;TIM;00488410010;222,47;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
014416;TIM;00488410010;2708,1;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
018006;TIM;00488410010;291,9;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
018004;TIM;00488410010;128,77;DD/12/004729;SERV.GEST. E MANUT. (EX);FATTURA
018003;TIM;00488410010;222,47;DD/12/002847;SERV.GEST. E MANUT. (EX);FATTURA
018003;TIM;00488410010;1419,29;DD/12/002847;SERV.GEST. E MANUT. (EX);FATTURA
018005;TIM;00488410010;1669,2;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
021990;TIM;00488410010;7,06;DD/12/007440;DIR.SERVIZI TECNICI;FATTURA
022415;TIM;00488410010;6000;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
022413;TIM;00488410010;9000;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
022416;TIM;00488410010;5196,23;DD/12/008029;SERV.GEST. E MANUT. (EX);FATTURA
014569;TIM;00488410010;9,34;DD/12/004729;SERV.GEST. E MANUT. (EX);FATTURA
015294;TIM;00488410010;9776,8;DD/12/004184;SERV.GEST. E MANUT. (EX);FATTURA
015309;TIM;00488410010;5000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015308;TIM;00488410010;2000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015307;TIM;00488410010;3000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015306;TIM;00488410010;2000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015305;TIM;00488410010;2000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015304;TIM;00488410010;5000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015299;TIM;00488410010;266,07;DD/12/004729;SERV.GEST. E MANUT. (EX);FATTURA
015298;TIM;00488410010;2000;DD/12/004729;SERV.GEST. E MANUT. (EX);FATTURA
015303;TIM;00488410010;5000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015302;TIM;00488410010;3000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015301;TIM;00488410010;5000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015300;TIM;00488410010;3000;DD/12/006661;SERV.GEST. E MANUT. (EX);FATTURA
015293;TIM;00488410010;690;DD/11/000937;SERV.GEST. E MANUT. (EX);FATTURA
